iso_639_1,movie_id,name
en,1039.0,English
en,1040.0,English
en,1041.0,English
en,1042.0,English
ko,1042.0,한국어/조선말
la,1043.0,Latin
en,1043.0,English
es,1043.0,Español
en,1044.0,English
fr,1045.0,Français
ru,1045.0,Pусский
en,1046.0,English
en,1047.0,English
en,1048.0,English
ar,1048.0,العربية
de,1048.0,Deutsch
en,1049.0,English
en,1050.0,English
en,1051.0,English
en,1052.0,English
en,1053.0,English
es,1054.0,Español
en,1055.0,English
en,1056.0,English
en,1057.0,English
es,1057.0,Español
en,1058.0,English
en,1059.0,English
it,1059.0,Italiano
en,1060.0,English
ar,1060.0,العربية
fr,1060.0,Français
de,1060.0,Deutsch
ru,1060.0,Pусский
cs,1060.0,Český
sk,1060.0,Slovenčina
cs,1061.0,Český
en,1061.0,English
ja,1061.0,日本語
zh,1061.0,普通话
ru,1061.0,Pусский
en,1062.0,English
en,1063.0,English
en,1064.0,English
de,1064.0,Deutsch
en,1065.0,English
es,1066.0,Español
en,1066.0,English
fr,1066.0,Français
fr,1067.0,Français
en,1068.0,English
en,1069.0,English
de,1069.0,Deutsch
pt,1070.0,Português
en,1071.0,English
cn,1072.0,广州话 / 廣州話
zh,1072.0,普通话
pt,1072.0,Português
th,1072.0,ภาษาไทย
en,1073.0,English
en,1074.0,English
fr,1074.0,Français
en,1075.0,English
de,1075.0,Deutsch
es,1075.0,Español
no,1076.0,Norsk
en,1077.0,English
en,1078.0,English
en,1079.0,English
fr,1080.0,Français
en,1081.0,English
en,1082.0,English
en,1083.0,English
en,1084.0,English
fr,1084.0,Français
it,1084.0,Italiano
ar,1085.0,العربية
en,1085.0,English
es,1086.0,Español
en,1087.0,English
en,1088.0,English
it,1089.0,Italiano
es,1089.0,Español
en,1090.0,English
en,1091.0,English
en,1092.0,English
nl,1093.0,Nederlands
en,1094.0,English
it,1094.0,Italiano
la,1094.0,Latin
en,1095.0,English
en,1096.0,English
ru,1096.0,Pусский
es,1096.0,Español
fr,1097.0,Français
en,1097.0,English
zh,1098.0,普通话
en,1099.0,English
en,1100.0,English
fr,1100.0,Français
es,1101.0,Español
en,1103.0,English
es,1103.0,Español
en,1104.0,English
en,1105.0,English
fr,1105.0,Français
de,1105.0,Deutsch
th,1105.0,ภาษาไทย
it,1106.0,Italiano
en,1107.0,English
en,1108.0,English
en,1109.0,English
en,1110.0,English
en,1111.0,English
en,1112.0,English
en,1113.0,English
pt,1113.0,Português
es,1113.0,Español
es,1114.0,Español
en,1115.0,English
en,1116.0,English
it,1116.0,Italiano
ar,1116.0,العربية
en,1117.0,English
en,1118.0,English
en,1119.0,English
en,1120.0,English
en,1121.0,English
en,1122.0,English
en,1123.0,English
en,1124.0,English
en,1125.0,English
en,1126.0,English
ru,1126.0,Pусский
en,1127.0,English
en,1128.0,English
ru,1128.0,Pусский
en,1129.0,English
en,1130.0,English
en,1131.0,English
en,1132.0,English
de,1132.0,Deutsch
ro,1132.0,Română
en,1133.0,English
pt,1133.0,Português
tl,1133.0,
en,1134.0,English
en,1135.0,English
fr,1135.0,Français
en,1136.0,English
en,1137.0,English
de,1137.0,Deutsch
ja,1137.0,日本語
en,1138.0,English
en,1139.0,English
en,1140.0,English
en,1141.0,English
de,1141.0,Deutsch
it,1141.0,Italiano
ko,1142.0,한국어/조선말
en,1143.0,English
de,1144.0,Deutsch
fr,1144.0,Français
it,1144.0,Italiano
en,1144.0,English
en,1145.0,English
en,1146.0,English
en,1147.0,English
ru,1147.0,Pусский
en,1148.0,English
sw,1149.0,Kiswahili
en,1149.0,English
de,1149.0,Deutsch
vi,1149.0,Tiếng Việt
en,1150.0,English
de,1150.0,Deutsch
en,1151.0,English
es,1152.0,Español
en,1152.0,English
en,1153.0,English
nl,1153.0,Nederlands
pl,1153.0,Polski
de,1153.0,Deutsch
la,1153.0,Latin
en,1154.0,English
en,1155.0,English
en,1156.0,English
fr,1156.0,Français
en,1157.0,English
ko,1158.0,한국어/조선말
en,1159.0,English
en,1160.0,English
en,1161.0,English
xx,1162.0,No Language
en,1163.0,English
hu,1163.0,Magyar
en,1164.0,English
en,1165.0,English
en,1166.0,English
zh,1166.0,普通话
ru,1166.0,Pусский
en,1167.0,English
en,1168.0,English
en,1169.0,English
en,1170.0,English
en,1171.0,English
en,1172.0,English
en,1173.0,English
en,1174.0,English
en,1175.0,English
pl,1175.0,Polski
ru,1175.0,Pусский
en,1176.0,English
en,1177.0,English
en,1178.0,English
en,1179.0,English
en,1180.0,English
es,1180.0,Español
en,1181.0,English
fr,1182.0,Français
en,1183.0,English
sv,1183.0,svenska
de,1183.0,Deutsch
cs,1184.0,Český
en,1184.0,English
fr,1184.0,Français
en,1185.0,English
en,1186.0,English
fr,1186.0,Français
de,1186.0,Deutsch
es,1187.0,Español
fr,1188.0,Français
en,1189.0,English
sv,1189.0,svenska
en,1190.0,English
en,1191.0,English
fr,1191.0,Français
de,1191.0,Deutsch
en,1192.0,English
sq,1193.0,shqip
en,1193.0,English
it,1194.0,Italiano
el,1194.0,ελληνικά
en,1194.0,English
en,1195.0,English
en,1196.0,English
ar,1196.0,العربية
fr,1197.0,Français
en,1197.0,English
en,1198.0,English
en,1199.0,English
en,1200.0,English
zh,1201.0,普通话
es,1201.0,Español
en,1202.0,English
ta,1203.0,தமிழ்
en,1204.0,English
fr,1204.0,Français
de,1204.0,Deutsch
ru,1204.0,Pусский
en,1205.0,English
en,1206.0,English
it,1207.0,Italiano
en,1208.0,English
en,1209.0,English
en,1210.0,English
ru,1210.0,Pусский
en,1211.0,English
fr,1212.0,Français
de,1212.0,Deutsch
en,1212.0,English
es,1212.0,Español
ar,1212.0,العربية
hu,1212.0,Magyar
ja,1212.0,日本語
ru,1212.0,Pусский
en,1213.0,English
es,1213.0,Español
en,1214.0,English
en,1215.0,English
ru,1216.0,Pусский
en,1216.0,English
fr,1216.0,Français
en,1217.0,English
en,1218.0,English
es,1219.0,Español
en,1220.0,English
en,1221.0,English
en,1222.0,English
en,1223.0,English
ja,1223.0,日本語
it,1223.0,Italiano
fr,1223.0,Français
en,1224.0,English
es,1224.0,Español
en,1225.0,English
en,1226.0,English
en,1227.0,English
pt,1227.0,Português
en,1228.0,English
en,1229.0,English
en,1230.0,English
en,1231.0,English
en,1232.0,English
es,1232.0,Español
en,1233.0,English
en,1234.0,English
en,1235.0,English
ru,1235.0,Pусский
en,1236.0,English
en,1237.0,English
fr,1237.0,Français
it,1237.0,Italiano
en,1238.0,English
en,1239.0,English
en,1240.0,English
hi,1241.0,हिन्दी
en,1242.0,English
es,1242.0,Español
cs,1243.0,Český
en,1243.0,English
en,1244.0,English
en,1245.0,English
fr,1245.0,Français
zh,1245.0,普通话
en,1246.0,English
en,1247.0,English
ja,1248.0,日本語
es,1248.0,Español
en,1249.0,English
es,1249.0,Español
ar,1249.0,العربية
la,1249.0,Latin
en,1250.0,English
en,1251.0,English
en,1252.0,English
en,1253.0,English
en,1254.0,English
en,1255.0,English
fr,1255.0,Français
ru,1255.0,Pусский
en,1256.0,English
en,1257.0,English
es,1257.0,Español
de,1258.0,Deutsch
en,1259.0,English
en,1260.0,English
fr,1260.0,Français
en,1261.0,English
fr,1262.0,Français
de,1263.0,Deutsch
en,1263.0,English
en,1264.0,English
en,1265.0,English
en,1266.0,English
en,1267.0,English
en,1268.0,English
fr,1268.0,Français
en,1269.0,English
en,1270.0,English
fr,1270.0,Français
en,1271.0,English
en,1272.0,English
en,1273.0,English
es,1274.0,Español
en,1274.0,English
en,1275.0,English
en,1276.0,English
de,1277.0,Deutsch
fr,1277.0,Français
en,1277.0,English
en,1278.0,English
en,1279.0,English
ru,1280.0,Pусский
ja,1281.0,日本語
en,1282.0,English
en,1283.0,English
fr,1283.0,Français
ru,1283.0,Pусский
es,1283.0,Español
en,1284.0,English
en,1285.0,English
es,1285.0,Español
en,1286.0,English
en,1287.0,English
en,1288.0,English
en,1289.0,English
en,1290.0,English
en,1291.0,English
en,1292.0,English
hi,1292.0,हिन्दी
ko,1293.0,한국어/조선말
en,1293.0,English
es,1294.0,Español
en,1294.0,English
en,1295.0,English
en,1296.0,English
en,1297.0,English
en,1298.0,English
en,1299.0,English
en,1300.0,English
en,1301.0,English
en,1302.0,English
en,1303.0,English
fr,1303.0,Français
de,1303.0,Deutsch
pl,1303.0,Polski
ru,1303.0,Pусский
en,1304.0,English
xx,1305.0,No Language
en,1306.0,English
ru,1306.0,Pусский
en,1307.0,English
fr,1307.0,Français
zh,1307.0,普通话
en,1308.0,English
en,1309.0,English
en,1310.0,English
en,1311.0,English
pl,1311.0,Polski
en,1312.0,English
fr,1312.0,Français
la,1312.0,Latin
es,1312.0,Español
en,1313.0,English
en,1314.0,English
fr,1314.0,Français
en,1315.0,English
en,1316.0,English
en,1317.0,English
en,1318.0,English
uk,1318.0,Український
ru,1318.0,Pусский
en,1319.0,English
en,1320.0,English
en,1321.0,English
eo,1322.0,Esperanto
en,1322.0,English
en,1323.0,English
en,1324.0,English
ru,1325.0,Pусский
en,1326.0,English
en,1327.0,English
en,1328.0,English
en,1329.0,English
fr,1330.0,Français
en,1331.0,English
ar,1332.0,العربية
en,1333.0,English
es,1333.0,Español
en,1335.0,English
zh,1335.0,普通话
en,1337.0,English
en,1338.0,English
en,1339.0,English
ru,1340.0,Pусский
en,1341.0,English
it,1341.0,Italiano
es,1341.0,Español
en,1342.0,English
ar,1343.0,العربية
da,1343.0,Dansk
en,1343.0,English
en,1344.0,English
fr,1344.0,Français
en,1345.0,English
en,1346.0,English
en,1347.0,English
en,1348.0,English
en,1349.0,English
en,1350.0,English
en,1351.0,English
en,1352.0,English
pl,1352.0,Polski
en,1353.0,English
en,1354.0,English
en,1355.0,English
en,1356.0,English
ja,1356.0,日本語
en,1357.0,English
en,1358.0,English
en,1359.0,English
en,1360.0,English
en,1361.0,English
ru,1362.0,Pусский
en,1363.0,English
en,1364.0,English
en,1365.0,English
es,1365.0,Español
eu,1365.0,euskera
en,1366.0,English
en,1367.0,English
en,1368.0,English
en,1369.0,English
ko,1370.0,한국어/조선말
en,1371.0,English
en,1372.0,English
it,1373.0,Italiano
sv,1374.0,svenska
en,1374.0,English
en,1375.0,English
es,1375.0,Español
en,1376.0,English
en,1377.0,English
en,1378.0,English
en,1379.0,English
en,1380.0,English
de,1380.0,Deutsch
tr,1380.0,Türkçe
ta,1381.0,தமிழ்
te,1381.0,తెలుగు
en,1382.0,English
en,1383.0,English
en,1384.0,English
en,1385.0,English
fr,1385.0,Français
en,1386.0,English
en,1387.0,English
en,1388.0,English
en,1389.0,English
en,1390.0,English
en,1391.0,English
nl,1392.0,Nederlands
en,1392.0,English
en,1393.0,English
en,1394.0,English
en,1395.0,English
en,1396.0,English
ja,1396.0,日本語
ko,1396.0,한국어/조선말
en,1397.0,English
en,1398.0,English
en,1399.0,English
en,1400.0,English
en,1401.0,English
en,1402.0,English
es,1402.0,Español
fr,1402.0,Français
ru,1402.0,Pусский
sa,1403.0,
en,1403.0,English
ta,1403.0,தமிழ்
en,1404.0,English
en,1405.0,English
en,1406.0,English
ru,1407.0,Pусский
he,1408.0,עִבְרִית
en,1408.0,English
en,1409.0,English
es,1409.0,Español
th,1409.0,ภาษาไทย
vi,1409.0,Tiếng Việt
ko,1410.0,한국어/조선말
en,1411.0,English
en,1412.0,English
en,1413.0,English
en,1414.0,English
en,1415.0,English
ar,1416.0,العربية
fr,1416.0,Français
en,1417.0,English
en,1418.0,English
en,1419.0,English
en,1420.0,English
it,1420.0,Italiano
en,1421.0,English
ru,1421.0,Pусский
fr,1422.0,Français
en,1423.0,English
en,1424.0,English
en,1425.0,English
en,1426.0,English
fr,1426.0,Français
de,1426.0,Deutsch
en,1427.0,English
es,1427.0,Español
de,1427.0,Deutsch
en,1428.0,English
pt,1429.0,Português
en,1429.0,English
th,1429.0,ภาษาไทย
en,1430.0,English
fr,1431.0,Français
es,1432.0,Español
en,1432.0,English
en,1433.0,English
en,1434.0,English
en,1435.0,English
ru,1436.0,Pусский
tr,1436.0,Türkçe
el,1436.0,ελληνικά
en,1436.0,English
pl,1437.0,Polski
ru,1437.0,Pусский
en,1438.0,English
fr,1438.0,Français
en,1439.0,English
en,1440.0,English
en,1441.0,English
en,1442.0,English
en,1443.0,English
en,1444.0,English
vi,1444.0,Tiếng Việt
fr,1445.0,Français
en,1445.0,English
en,1446.0,English
en,1447.0,English
en,1448.0,English
en,1449.0,English
en,1450.0,English
cn,1451.0,广州话 / 廣州話
en,1451.0,English
en,1452.0,English
en,1453.0,English
es,1453.0,Español
ru,1454.0,Pусский
en,1455.0,English
en,1456.0,English
en,1457.0,English
en,1458.0,English
en,1459.0,English
fr,1459.0,Français
it,1459.0,Italiano
no,1460.0,Norsk
en,1461.0,English
en,1462.0,English
en,1463.0,English
en,1464.0,English
ru,1465.0,Pусский
de,1466.0,Deutsch
ru,1466.0,Pусский
en,1467.0,English
en,1468.0,English
en,1469.0,English
fr,1469.0,Français
en,1470.0,English
ru,1471.0,Pусский
en,1472.0,English
es,1472.0,Español
en,1473.0,English
en,1474.0,English
en,1475.0,English
en,1476.0,English
en,1477.0,English
es,1477.0,Español
en,1478.0,English
en,1479.0,English
tr,1479.0,Türkçe
en,1480.0,English
en,1481.0,English
en,1482.0,English
en,1483.0,English
th,1483.0,ภาษาไทย
en,1485.0,English
de,1485.0,Deutsch
en,1486.0,English
ru,1486.0,Pусский
en,1487.0,English
en,1488.0,English
ru,1489.0,Pусский
fr,1490.0,Français
en,1490.0,English
es,1491.0,Español
hi,1492.0,हिन्दी
en,1493.0,English
en,1494.0,English
en,1495.0,English
en,1496.0,English
hu,1496.0,Magyar
en,1497.0,English
en,1498.0,English
ja,1498.0,日本語
pl,1498.0,Polski
en,1499.0,English
en,1500.0,English
en,1501.0,English
pt,1501.0,Português
en,1502.0,English
en,1503.0,English
ru,1503.0,Pусский
en,1505.0,English
en,1506.0,English
en,1507.0,English
en,1508.0,English
fr,1508.0,Français
en,1509.0,English
en,1510.0,English
en,1511.0,English
ru,1511.0,Pусский
en,1512.0,English
de,1513.0,Deutsch
en,1513.0,English
en,1514.0,English
en,1515.0,English
en,1516.0,English
en,1517.0,English
en,1518.0,English
pt,1518.0,Português
es,1518.0,Español
en,1519.0,English
en,1520.0,English
en,1521.0,English
en,1522.0,English
ru,1523.0,Pусский
en,1524.0,English
fr,1524.0,Français
en,1525.0,English
en,1526.0,English
en,1527.0,English
es,1527.0,Español
en,1528.0,English
ja,1529.0,日本語
fr,1529.0,Français
ru,1529.0,Pусский
en,1529.0,English
ar,1529.0,العربية
en,1530.0,English
en,1531.0,English
en,1532.0,English
en,1533.0,English
en,1534.0,English
en,1535.0,English
en,1536.0,English
en,1537.0,English
de,1537.0,Deutsch
fr,1539.0,Français
en,1539.0,English
en,1540.0,English
es,1540.0,Español
en,1541.0,English
it,1541.0,Italiano
ru,1542.0,Pусский
fr,1543.0,Français
en,1544.0,English
en,1545.0,English
en,1546.0,English
en,1547.0,English
ur,1547.0,اردو
en,1548.0,English
ta,1549.0,தமிழ்
en,1550.0,English
en,1551.0,English
en,1552.0,English
en,1553.0,English
en,1554.0,English
en,1555.0,English
it,1555.0,Italiano
en,1556.0,English
de,1556.0,Deutsch
es,1557.0,Español
en,1557.0,English
en,1558.0,English
it,1558.0,Italiano
es,1558.0,Español
en,1559.0,English
en,1560.0,English
en,1561.0,English
en,1562.0,English
ja,1563.0,日本語
en,1564.0,English
es,1564.0,Español
en,1565.0,English
es,1565.0,Español
en,1566.0,English
en,1567.0,English
en,1568.0,English
en,1569.0,English
en,1570.0,English
en,1571.0,English
en,1572.0,English
fr,1572.0,Français
ru,1572.0,Pусский
hi,1573.0,हिन्दी
en,1574.0,English
en,1575.0,English
en,1576.0,English
ja,1577.0,日本語
en,1577.0,English
en,1578.0,English
en,1579.0,English
zh,1580.0,普通话
th,1580.0,ภาษาไทย
en,1581.0,English
de,1581.0,Deutsch
sw,1581.0,Kiswahili
es,1582.0,Español
en,1582.0,English
de,1582.0,Deutsch
nl,1582.0,Nederlands
fr,1582.0,Français
en,1583.0,English
en,1584.0,English
en,1585.0,English
en,1586.0,English
en,1587.0,English
fa,1587.0,فارسی
en,1588.0,English
en,1589.0,English
en,1590.0,English
en,1591.0,English
en,1592.0,English
es,1592.0,Español
en,1593.0,English
es,1594.0,Español
en,1594.0,English
en,1595.0,English
en,1596.0,English
fr,1597.0,Français
es,1597.0,Español
en,1597.0,English
en,1598.0,English
en,1599.0,English
ru,1600.0,Pусский
en,1601.0,English
en,1602.0,English
en,1603.0,English
cs,1604.0,Český
en,1604.0,English
en,1605.0,English
pt,1605.0,Português
it,1606.0,Italiano
en,1607.0,English
fr,1607.0,Français
en,1608.0,English
en,1609.0,English
en,1610.0,English
en,1611.0,English
cs,1612.0,Český
en,1612.0,English
en,1613.0,English
fr,1613.0,Français
de,1613.0,Deutsch
ru,1613.0,Pусский
en,1614.0,English
es,1614.0,Español
en,1615.0,English
af,1616.0,Afrikaans
ny,1616.0,
st,1616.0,
xh,1616.0,
zu,1616.0,isiZulu
en,1616.0,English
en,1617.0,English
en,1618.0,English
en,1619.0,English
es,1619.0,Español
en,1620.0,English
en,1621.0,English
fr,1621.0,Français
en,1622.0,English
en,1624.0,English
fr,1624.0,Français
it,1624.0,Italiano
en,1625.0,English
es,1625.0,Español
el,1625.0,ελληνικά
en,1626.0,English
en,1627.0,English
fr,1627.0,Français
en,1628.0,English
en,1629.0,English
fr,1629.0,Français
en,1630.0,English
en,1631.0,English
en,1632.0,English
ru,1633.0,Pусский
ja,1634.0,日本語
en,1634.0,English
en,1635.0,English
en,1636.0,English
en,1637.0,English
en,1638.0,English
ja,1639.0,日本語
en,1640.0,English
hi,1641.0,हिन्दी
en,1642.0,English
de,1643.0,Deutsch
en,1643.0,English
da,1643.0,Dansk
zh,1643.0,普通话
cn,1643.0,广州话 / 廣州話
en,1644.0,English
en,1645.0,English
it,1646.0,Italiano
en,1646.0,English
en,1647.0,English
en,1648.0,English
en,1650.0,English
ru,1650.0,Pусский
uk,1650.0,Український
en,1651.0,English
fr,1651.0,Français
en,1652.0,English
ru,1652.0,Pусский
uk,1652.0,Український
zh,1652.0,普通话
cn,1652.0,广州话 / 廣州話
en,1653.0,English
en,1654.0,English
ko,1655.0,한국어/조선말
en,1656.0,English
fr,1656.0,Français
de,1656.0,Deutsch
es,1656.0,Español
hi,1657.0,हिन्दी
ta,1657.0,தமிழ்
en,1658.0,English
en,1659.0,English
en,1660.0,English
es,1660.0,Español
en,1661.0,English
en,1662.0,English
en,1663.0,English
en,1664.0,English
it,1664.0,Italiano
en,1665.0,English
ru,1665.0,Pусский
es,1665.0,Español
en,1666.0,English
en,1667.0,English
en,1668.0,English
ru,1668.0,Pусский
de,1668.0,Deutsch
en,1669.0,English
en,1670.0,English
es,1670.0,Español
en,1671.0,English
en,1672.0,English
en,1673.0,English
en,1674.0,English
zh,1674.0,普通话
en,1675.0,English
en,1676.0,English
fr,1676.0,Français
pt,1677.0,Português
es,1678.0,Español
en,1678.0,English
en,1679.0,English
en,1680.0,English
fa,1681.0,فارسی
en,1682.0,English
en,1683.0,English
en,1684.0,English
ru,1685.0,Pусский
en,1686.0,English
ru,1686.0,Pусский
en,1687.0,English
de,1687.0,Deutsch
it,1687.0,Italiano
es,1687.0,Español
en,1688.0,English
en,1689.0,English
fr,1690.0,Français
mi,1691.0,
en,1692.0,English
en,1693.0,English
en,1694.0,English
hi,1695.0,हिन्दी
en,1696.0,English
en,1697.0,English
fr,1697.0,Français
it,1697.0,Italiano
en,1698.0,English
en,1699.0,English
en,1700.0,English
es,1700.0,Español
en,1701.0,English
fr,1701.0,Français
hu,1701.0,Magyar
fr,1702.0,Français
en,1703.0,English
en,1704.0,English
pa,1704.0,ਪੰਜਾਬੀ
en,1705.0,English
en,1706.0,English
en,1707.0,English
es,1707.0,Español
en,1708.0,English
en,1709.0,English
en,1710.0,English
it,1710.0,Italiano
es,1711.0,Español
en,1711.0,English
en,1712.0,English
en,1713.0,English
en,1714.0,English
fa,1714.0,فارسی
ru,1714.0,Pусский
en,1715.0,English
en,1716.0,English
pl,1717.0,Polski
es,1717.0,Español
en,1718.0,English
it,1719.0,Italiano
hi,1720.0,हिन्दी
en,1721.0,English
en,1722.0,English
de,1722.0,Deutsch
es,1722.0,Español
en,1723.0,English
en,1724.0,English
sv,1725.0,svenska
en,1725.0,English
fr,1725.0,Français
de,1725.0,Deutsch
tr,1725.0,Türkçe
it,1725.0,Italiano
en,1726.0,English
en,1727.0,English
it,1727.0,Italiano
es,1727.0,Español
en,1728.0,English
en,1729.0,English
hi,1730.0,हिन्दी
ml,1730.0,
ta,1730.0,தமிழ்
es,1731.0,Español
hi,1732.0,हिन्दी
ta,1732.0,தமிழ்
hi,1733.0,हिन्दी
fr,1734.0,Français
en,1735.0,English
en,1736.0,English
es,1736.0,Español
en,1737.0,English
en,1738.0,English
en,1739.0,English
en,1740.0,English
en,1741.0,English
en,1742.0,English
en,1743.0,English
it,1743.0,Italiano
en,1744.0,English
en,1745.0,English
en,1746.0,English
en,1747.0,English
en,1748.0,English
en,1749.0,English
fr,1750.0,Français
en,1751.0,English
zh,1751.0,普通话
fr,1752.0,Français
en,1753.0,English
fr,1753.0,Français
de,1753.0,Deutsch
fr,1754.0,Français
ro,1754.0,Română
ru,1755.0,Pусский
en,1755.0,English
el,1756.0,ελληνικά
en,1756.0,English
cn,1757.0,广州话 / 廣州話
zh,1757.0,普通话
en,1758.0,English
vi,1758.0,Tiếng Việt
en,1759.0,English
en,1760.0,English
ru,1760.0,Pусский
en,1762.0,English
en,1763.0,English
de,1763.0,Deutsch
yi,1763.0,
xx,1764.0,No Language
ja,1765.0,日本語
th,1765.0,ภาษาไทย
en,1765.0,English
en,1766.0,English
fr,1766.0,Français
so,1766.0,Somali
hi,1767.0,हिन्दी
fr,1768.0,Français
en,1768.0,English
en,1769.0,English
he,1769.0,עִבְרִית
en,1770.0,English
es,1770.0,Español
en,1771.0,English
ko,1772.0,한국어/조선말
en,1773.0,English
fr,1773.0,Français
en,1774.0,English
en,1775.0,English
hu,1775.0,Magyar
ru,1775.0,Pусский
en,1776.0,English
en,1777.0,English
en,1778.0,English
en,1779.0,English
en,1780.0,English
fr,1780.0,Français
it,1780.0,Italiano
en,1781.0,English
fr,1782.0,Français
gd,1782.0,
en,1782.0,English
sv,1783.0,svenska
en,1783.0,English
fr,1783.0,Français
en,1784.0,English
es,1784.0,Español
en,1785.0,English
en,1786.0,English
en,1787.0,English
en,1788.0,English
en,1789.0,English
es,1789.0,Español
en,1790.0,English
en,1791.0,English
fr,1791.0,Français
pl,1792.0,Polski
en,1793.0,English
hu,1794.0,Magyar
sk,1794.0,Slovenčina
en,1795.0,English
de,1796.0,Deutsch
es,1796.0,Español
en,1796.0,English
en,1797.0,English
so,1797.0,Somali
en,1798.0,English
en,1799.0,English
sv,1800.0,svenska
it,1800.0,Italiano
fr,1800.0,Français
en,1801.0,English
fr,1801.0,Français
en,1802.0,English
en,1803.0,English
en,1804.0,English
en,1805.0,English
en,1806.0,English
lo,1806.0,
en,1807.0,English
sv,1808.0,svenska
pt,1809.0,Português
es,1809.0,Español
en,1810.0,English
es,1810.0,Español
fr,1811.0,Français
en,1812.0,English
en,1813.0,English
cn,1814.0,广州话 / 廣州話
ru,1815.0,Pусский
es,1816.0,Español
en,1816.0,English
en,1817.0,English
en,1818.0,English
en,1819.0,English
ru,1820.0,Pусский
en,1821.0,English
es,1822.0,Español
en,1823.0,English
en,1824.0,English
en,1825.0,English
en,1826.0,English
en,1827.0,English
ja,1828.0,日本語
en,1829.0,English
en,1830.0,English
fr,1830.0,Français
de,1830.0,Deutsch
en,1831.0,English
ru,1832.0,Pусский
en,1833.0,English
fr,1833.0,Français
ko,1834.0,한국어/조선말
en,1835.0,English
en,1836.0,English
en,1837.0,English
ru,1837.0,Pусский
es,1837.0,Español
en,1838.0,English
sr,1838.0,Srpski
es,1838.0,Español
en,1839.0,English
es,1839.0,Español
it,1839.0,Italiano
fr,1839.0,Français
de,1839.0,Deutsch
en,1840.0,English
en,1841.0,English
en,1842.0,English
en,1843.0,English
da,1844.0,Dansk
en,1845.0,English
en,1846.0,English
nl,1847.0,Nederlands
en,1847.0,English
de,1847.0,Deutsch
en,1848.0,English
en,1849.0,English
ta,1850.0,தமிழ்
en,1851.0,English
pt,1851.0,Português
en,1852.0,English
en,1853.0,English
de,1853.0,Deutsch
en,1854.0,English
en,1855.0,English
en,1856.0,English
hi,1856.0,हिन्दी
de,1856.0,Deutsch
bo,1856.0,
en,1857.0,English
it,1858.0,Italiano
en,1859.0,English
cn,1859.0,广州话 / 廣州話
en,1860.0,English
en,1861.0,English
en,1862.0,English
en,1863.0,English
en,1864.0,English
en,1865.0,English
en,1866.0,English
ar,1867.0,العربية
en,1867.0,English
th,1867.0,ภาษาไทย
en,1868.0,English
en,1869.0,English
zh,1869.0,普通话
it,1870.0,Italiano
en,1870.0,English
en,1871.0,English
en,1872.0,English
en,1873.0,English
zh,1874.0,普通话
nl,1875.0,Nederlands
en,1876.0,English
en,1877.0,English
en,1878.0,English
fr,1879.0,Français
en,1879.0,English
en,1880.0,English
en,1881.0,English
en,1882.0,English
en,1883.0,English
ja,1884.0,日本語
en,1885.0,English
es,1886.0,Español
fr,1887.0,Français
en,1888.0,English
en,1889.0,English
ar,1890.0,العربية
en,1890.0,English
fr,1890.0,Français
it,1890.0,Italiano
la,1890.0,Latin
ru,1891.0,Pусский
en,1892.0,English
es,1893.0,Español
en,1893.0,English
en,1894.0,English
en,1895.0,English
en,1896.0,English
fr,1896.0,Français
en,1897.0,English
en,1898.0,English
en,1899.0,English
hi,1900.0,हिन्दी
en,1901.0,English
en,1902.0,English
en,1903.0,English
ru,1903.0,Pусский
fi,1904.0,suomi
sv,1904.0,svenska
en,1905.0,English
en,1906.0,English
en,1907.0,English
en,1908.0,English
en,1909.0,English
en,1910.0,English
is,1911.0,Íslenska
en,1911.0,English
ru,1911.0,Pусский
fr,1911.0,Français
es,1912.0,Español
cn,1913.0,广州话 / 廣州話
zh,1913.0,普通话
es,1913.0,Español
wo,1913.0,Wolof
en,1914.0,English
en,1915.0,English
fr,1916.0,Français
en,1917.0,English
en,1919.0,English
en,1920.0,English
it,1920.0,Italiano
pl,1920.0,Polski
en,1921.0,English
en,1922.0,English
en,1923.0,English
pt,1923.0,Português
en,1925.0,English
en,1926.0,English
el,1927.0,ελληνικά
en,1927.0,English
it,1927.0,Italiano
en,1928.0,English
ta,1928.0,தமிழ்
hi,1928.0,हिन्दी
en,1929.0,English
it,1930.0,Italiano
en,1930.0,English
en,1931.0,English
en,1932.0,English
en,1933.0,English
es,1933.0,Español
en,1934.0,English
en,1935.0,English
en,1936.0,English
ru,1937.0,Pусский
en,1937.0,English
en,1938.0,English
en,1939.0,English
es,1939.0,Español
en,1940.0,English
vi,1940.0,Tiếng Việt
en,1941.0,English
en,1942.0,English
pt,1942.0,Português
en,1943.0,English
es,1943.0,Español
en,1944.0,English
he,1944.0,עִבְרִית
hu,1944.0,Magyar
en,1945.0,English
en,1946.0,English
en,1947.0,English
en,1948.0,English
zh,1948.0,普通话
hi,1949.0,हिन्दी
en,1950.0,English
it,1950.0,Italiano
en,1951.0,English
ru,1951.0,Pусский
es,1951.0,Español
en,1952.0,English
fr,1952.0,Français
de,1952.0,Deutsch
es,1952.0,Español
en,1953.0,English
en,1954.0,English
en,1955.0,English
fr,1955.0,Français
vi,1955.0,Tiếng Việt
en,1956.0,English
en,1957.0,English
de,1957.0,Deutsch
en,1958.0,English
it,1959.0,Italiano
en,1960.0,English
en,1961.0,English
en,1962.0,English
en,1963.0,English
de,1964.0,Deutsch
en,1964.0,English
fr,1965.0,Français
en,1966.0,English
